"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 07 18:05:07 UTC 2020","Mon Dec 07 18:05:17 UTC 2020","10209","","Studies concept spec","","Studies concept spec","User should be able to add RSI study panel with a hot pink ma @smoke","User should be able to add RSI study panel with a hot pink ma @smoke",""
